"davis","merced","la"
-0.649486729128254,-1.8631966481319,0.56427417928353
1.01675260313174,-1.17916135691341,2.232890275307
-0.988379797109352,-2.35500810154306,-1.18451920570806
0.088451875551091,-1.69271141438753,-2.46252805553377
-1.52807775883414,-1.4217252568318,-2.08963143965229
-0.756839036670234,-1.78626385912129,0.0320165078155696
-1.12081414977719,-2.18707034540446,1.1796997692436
2.14106469556648,-1.22027308337984,-1.84239323018119
-0.724302315814576,-0.987608644047537,1.09530555456877
-0.361535584727627,-1.50870153882402,2.66875505167991
0.691391615270715,-1.38932459629892,1.77972040465102
1.44284570945055,-1.37332784063462,1.32569859316573
-1.45766076994892,-1.14473764808891,-0.520497330464423
1.4510149568678,-1.52677712647105,-0.470906458329409
0.142931130130208,-2.11999269769053,-1.3258029310964
-1.47382794171481,-2.19408615306966,-2.64462671661749
-1.29380057246305,-1.0321818978032,-2.30904116202146
-0.430603894832709,-1.74931101915013,2.601607340388
-0.110262847274242,-1.69187649975202,-0.705991200171411
-0.269902676010079,-1.62026045359517,2.06032771384344
-1.18458882539094,-0.676754416530203,1.2428019172512
-1.61087217749131,-2.38120763621328,-1.11380005907267
3.97483156410255,-0.888676693654111,2.92136667994782
-1.0027011484987,-1.11816538098221,-1.31488153198734
-1.12917446495914,-1.69404214642303,0.688349490053952
1.98212686652532,-0.38631506375361,1.44235807936639
1.24206436851823,-1.47741584435171,0.0748212542384863
10.2114729451235,-0.846183546045645,1.61585078760982
-1.03553167568542,-1.76709152844877,-2.97964109620079
-1.58852840137418,-1.43689503791149,-2.67750933906063
-1.36463273633125,-0.889075160740889,-0.964464371558279
-1.45827294063169,-0.424751332373789,0.247206618078053
-1.2556797972097,-1.59720404045652,-1.5864922106266
4.08135526557892,-1.36557573309132,-2.63336819037795
-0.57432208206747,-1.0758349384492,-2.57274252735078
-0.141912206980589,-1.22578381544079,-0.10544056724757
2.18340055714025,-1.13189206861707,0.618241113144904
1.37091707367379,-2.45853154872596,2.67664925800636
