"x"
"1" 9.25619165941395
"2" 10.7898043570543
"3" 14.9793292874156
"4" 10.9946856745023
"5" 9.52940099795082
"6" 7.60186255711334
"7" 4.32600135500166
"8" 3.67899947135178
"9" 5.11784238869849
"10" 6.98027741019165
"11" 5.346619288499
"12" 10.4618325171655
"13" 6.54393662120698
"14" 15.3383609029565
"15" 3.66501166112498
"16" 12.8810425850235
"17" 13.6278345793757
"18" 3.89388182952168
"19" 13.3342069826775
"20" 5.17330083429262
"21" 11.9561306345905
"22" 9.2355478359941
"23" 6.82550407011548
"24" 10.835370895572
"25" 10.0873926433231
"26" 3.81242709089536
"27" 4.62700368192223
"28" 12.6064526384652
"29" 12.9363618679965
"30" 13.1150277440249
"31" 6.22068460544275
"32" 8.09770027489549
"33" 11.2493812518786
"34" 12.1590544261837
"35" 15.1553322831722
"36" 13.6174069386044
"37" 7.96826980168894
"38" 9.01812169814818
"39" 7.18485976254212
"40" 7.71424301250706
"41" 13.2326236279414
"42" 11.3056806509616
"43" 16.9611143761853
"44" 15.9643817141248
"45" 16.8451941789044
"46" 6.8780184817274
"47" 13.7468551107541
"48" 0.148983994140639
"49" 11.6005497530231
"50" 4.75494661757011
"51" 8.5699166142986
"52" 11.0079621149106
"53" 9.87461388276254
"54" 7.05210328396148
"55" 1.90105138490988
"56" 0.917940474114075
"57" 6.77056815334575
"58" 11.7669024337805
"59" 9.54777116473605
"60" 9.74523061683719
"61" 11.9794523473661
"62" 4.68195456715904
"63" 8.40055081635772
"64" 10.5987504681429
"65" 10.435362276491
"66" 5.60234442994362
"67" 5.75012027610984
"68" 8.22467040743152
"69" 8.51352759891748
"70" 2.25848127154456
"71" 13.8147910291954
"72" 11.5562921360442
"73" 11.4380468714654
"74" 6.12457264394314
"75" 9.21718187998408
"76" 8.33576273575636
"77" 0.0486463121947427
"78" 12.0117943322882
"79" 7.28747514197523
"80" 6.42835254966522
"81" 7.02139915712883
"82" 4.75808373417336
"83" 8.33039515439449
"84" 5.59560739190286
"85" 11.7337576041691
"86" 8.4350702391318
"87" 7.96059308438054
"88" 8.09495612349557
"89" 5.76846084653641
"90" 12.4224737031174
"91" 6.42425324698791
"92" 11.1307120344963
"93" 8.20262452203377
"94" 9.46521912476521
"95" 4.99200978793499
"96" 10.8695715099861
"97" 4.77225318055995
"98" 6.89626689702842
"99" 4.04545139515445
"100" 8.96943437184354
